,fighter1,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,reach_fighter1,SLpM_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,Sub_Avg_fighter1,win%_fighter1
3916,Irene Aldana,9,4,0,0,"68""",6.35,7.08,61.0,0.5,50.0,0.0,69.23076999999999
2169,Isaac Vallie-Flagg,14,6,1,0,"68""",5.56,5.6,45.0,0.2,12.0,0.0,66.666664
3361,Islam Makhachev,16,1,0,0,"70""",2.24,0.82,64.0,4.33,86.0,1.3,94.117645
4257,Israel Adesanya,15,0,0,0,"80""",4.51,2.08,71.0,0.0,0.0,0.3,100.0
1868,Issei Tamura,7,4,0,0,"63""",1.89,4.58,44.0,0.92,25.0,0.0,63.636364
1688,Iuri Alcantara,35,10,0,1,"71""",2.72,2.79,49.0,1.44,62.0,0.8,76.08695999999999
2389,Ivan Jorge,26,5,0,0,"73""",3.41,2.91,59.0,1.56,16.0,0.6,83.870964
1853,Ivan Menjivar,25,12,0,0,"64""",2.78,2.76,65.0,0.56,28.0,1.0,67.567566
338,Ivan Salaverry,13,8,0,0,,3.01,1.19,76.0,0.49,18.0,2.5,61.904762
1056,Ivan Serati,12,4,0,0,,0.86,5.33,29.0,0.0,0.0,0.0,75.0
4215,JJ Aldrich,7,2,0,0,"67""",3.72,3.87,63.0,0.25,16.0,0.0,77.77778
2262,Jacare Souza,26,6,0,1,"72""",2.61,2.46,63.0,3.01,41.0,1.7,78.78788
101,Jack Hermansson,17,4,0,0,"77""",4.49,1.93,63.0,1.99,46.0,0.3,80.95238
62,Jack Marshman,22,8,0,0,"73""",2.87,3.78,56.0,0.0,0.0,0.0,73.333336
1267,Jacob Volkmann,15,4,0,0,"71""",1.19,1.78,52.0,3.19,48.0,2.0,78.947365
3005,Jake Collier,11,4,0,0,"78""",4.15,3.69,52.0,0.72,23.0,0.5,73.333336
1189,Jake Ellenberger,31,15,0,0,"71""",2.47,2.83,60.0,2.04,47.0,0.4,67.391304
1785,Jake Hecht,11,4,0,0,"76""",3.26,2.76,56.0,2.04,37.0,0.0,73.333336
2718,Jake Lindsey,9,3,0,0,"71""",3.44,4.01,46.0,0.65,33.0,0.0,75.0
2921,Jake Matthews,14,3,0,0,"73""",3.05,2.16,56.0,2.51,41.0,0.9,82.35294
679,Jake O'Brien,13,4,0,0,"76""",1.31,1.92,69.0,6.39,54.0,0.2,76.47059
1072,Jake Rosholt,12,3,0,1,,2.68,2.33,49.0,6.51,68.0,1.8,75.0
1460,Jake Shields,29,7,1,1,"72""",2.45,1.8,56.0,2.83,29.0,1.2,76.31579
4549,Jalin Turner,7,4,0,0,"77""",10.83,9.25,43.0,1.69,100.0,0.0,63.636364
2008,James Head,9,4,0,0,"73""",2.75,3.11,49.0,0.41,100.0,0.8,69.23076999999999
490,James Irvin,15,9,0,2,"75""",2.03,3.86,35.0,0.0,0.0,0.5,57.69230699999999
2442,James Krause,25,8,0,0,"73""",4.57,4.15,61.0,1.18,18.0,0.7,75.757576
1386,James McSweeney,6,9,0,0,"77""",3.94,4.33,42.0,0.52,33.0,1.1,40.0
2746,James Moontasri,9,5,0,0,"71""",2.39,3.86,40.0,0.0,0.0,0.2,64.28571
64,James Mulheron,11,2,0,0,"73""",2.4,3.47,42.0,0.0,0.0,0.0,84.61539
1301,James Te Huna,18,9,0,0,"75""",4.04,2.99,62.0,2.75,37.0,0.2,66.666664
1420,James Toney,0,1,0,0,,0.0,2.41,27.0,0.0,0.0,0.0,0.0
187,James Vick,13,2,0,0,"76""",4.16,3.05,62.0,0.32,33.0,0.8,86.666664
1145,James Wilks,7,4,0,0,"75""",1.82,2.03,50.0,1.27,22.0,3.8,63.636364
313,James Zikic,20,8,2,0,,1.47,1.6,44.0,0.5,25.0,0.5,66.666664
3880,Jamie Moyle,4,3,0,0,"65""",4.51,4.0,65.0,1.0,21.0,0.0,57.14285699999999
2373,Jamie Varner,21,11,1,2,"72""",2.92,2.55,58.0,3.49,53.0,0.8,60.0
1381,Jamie Yager,5,2,0,0,,3.08,2.55,63.0,0.0,0.0,0.0,71.42857
3115,Jan Blachowicz,23,7,0,0,"78""",3.64,3.01,53.0,1.59,54.0,0.4,76.666664
3580,Jared Cannonier,11,4,0,0,"77""",3.63,2.83,67.0,0.21,33.0,0.0,73.333336
178,Jared Gordon,14,2,0,0,"68""",6.68,2.92,68.0,3.41,42.0,0.0,87.5
1230,Jared Hamman,13,6,0,0,"75""",5.15,3.93,55.0,1.57,46.0,0.0,68.42105
1956,Jared Papazian,14,9,0,1,"67""",3.33,3.81,44.0,0.0,0.0,0.0,58.33333199999999
831,Jared Rollins,8,4,0,0,,3.33,2.41,39.0,2.5,50.0,1.2,66.666664
2479,Jared Rosholt,14,3,0,0,"75""",2.08,1.52,59.0,1.83,41.0,0.1,82.35294
93,Jarred Brooks,14,2,0,0,"62""",2.12,1.66,62.0,4.54,57.0,0.6,87.5
985,Jason Brilz,18,5,1,0,"71""",2.66,1.78,65.0,2.37,25.0,1.3,75.0
703,Jason Gilliam,14,5,0,0,,0.79,3.14,42.0,0.0,0.0,0.0,73.68421
133,Jason Gonzalez,11,4,0,0,"74""",2.81,3.19,60.0,0.0,0.0,1.2,73.333336
2366,Jason High,19,5,0,0,"71""",1.28,1.56,48.0,2.36,63.0,2.8,79.166664
3722,Jason Knight,20,6,0,0,"71""",2.95,3.02,51.0,1.31,31.0,1.7,76.92308
543,Jason Lambert,25,12,0,0,"75""",3.21,1.84,50.0,1.35,36.0,2.4,67.567566
671,Jason MacDonald,26,16,0,0,"80""",1.55,2.7,46.0,1.43,16.0,2.0,61.904762
464,Jason Miller,34,10,0,1,"72""",1.83,2.3,49.0,1.31,28.0,1.3,75.55556
3846,Jason Novelli,11,3,1,0,"75""",1.73,3.55,66.0,0.7,33.0,0.0,73.333336
1677,Jason Reinhardt,20,3,0,0,,0.51,4.07,43.0,1.91,12.0,0.0,86.95652
2730,Jason Saggo,12,4,0,0,"71""",2.5,2.94,52.0,2.33,40.0,0.0,75.0
916,Jason Tan,5,3,0,0,,0.69,7.37,18.0,0.0,0.0,0.0,62.5
527,Jason Von Flue,14,12,1,0,,1.89,3.23,52.0,0.62,16.0,1.5,51.851852
1631,Jason Young,8,7,0,0,"73""",2.97,3.2,50.0,1.98,66.0,0.0,53.33333199999999
1639,Javier Vazquez,16,5,0,0,"69""",2.43,1.99,72.0,2.56,52.0,1.5,76.190475
4420,Jay Cucciniello,9,1,0,0,,0.93,4.73,36.0,0.0,0.0,0.0,90.0
424,Jay Hieron,23,7,0,0,"75""",1.66,1.89,61.0,4.05,60.0,1.0,76.666664
747,Jeff Cox,10,7,0,0,,0.56,1.69,33.0,4.23,50.0,0.0,58.823530000000005
1925,Jeff Curran,35,15,1,0,"69""",1.54,2.48,60.0,0.35,12.0,1.2,68.62745
2081,Jeff Hougland,10,6,0,0,"68""",1.86,3.46,47.0,0.86,18.0,1.1,62.5
661,Jeff Joslin,5,3,0,0,,2.17,1.57,65.0,0.5,33.0,0.5,62.5
271,Jeff Monson,43,12,1,0,"74""",0.97,2.87,59.0,1.06,12.0,0.7,76.78571
4028,Jenel Lausa,7,5,0,0,"68""",1.44,3.53,53.0,0.55,66.0,0.8,58.33333199999999
4451,Jennifer Maia,15,5,1,0,"64""",2.8,3.53,32.0,0.0,0.0,0.0,71.42857
262,Jens Pulver,25,15,1,0,"70""",2.12,3.13,56.0,0.22,33.0,0.3,60.975609999999996
226,Jeremy Horn,88,21,5,1,"74""",1.19,1.99,55.0,1.83,38.0,1.1,76.521736
647,Jeremy Jackson,9,5,0,0,,0.71,2.03,25.0,1.52,40.0,0.0,64.28571
79,Jeremy Kennedy,11,1,0,0,"71""",2.22,2.58,47.0,5.73,52.0,0.0,91.666664
3950,Jeremy Kimball,15,8,0,0,"72""",2.81,3.84,49.0,1.41,20.0,0.0,65.21739000000001
2273,Jeremy Larsen,8,5,0,1,"70""",4.87,5.75,57.0,2.49,33.0,0.0,57.14285699999999
739,Jeremy Stephens,28,15,0,0,"71""",3.1,2.76,59.0,1.16,36.0,0.4,65.11628
730,Jess Liaudin,19,11,0,0,"72""",2.46,2.76,41.0,3.28,53.0,1.6,63.33333199999999
2778,Jessamyn Duke,3,3,0,1,"73""",4.83,4.43,57.0,1.27,36.0,1.9,42.857143
1628,Jesse Bongfeldt,15,5,1,0,,2.91,1.01,50.0,1.51,33.0,0.0,71.42857
1281,Jesse Forbes,15,5,0,0,"75""",2.11,4.06,53.0,1.79,75.0,1.2,75.0
1376,Jesse Lennox,15,3,0,0,"72""",2.69,3.2,64.0,1.22,66.0,0.3,83.333336
2401,Jesse Ronson,13,5,0,0,"70""",3.09,2.73,59.0,0.67,40.0,0.3,72.22222
1103,Jesse Sanders,22,6,0,0,,0.0,6.45,35.0,0.0,0.0,0.0,78.57143
3302,Jessica Aguilar,20,6,0,0,"63""",5.67,6.56,59.0,1.33,28.0,0.0,76.92308
141,Jessica Andrade,19,6,0,0,"62""",6.58,5.04,51.0,3.2,58.0,0.5,76.0
2574,Jessica Eye,13,6,0,1,"66""",3.42,3.32,59.0,0.59,71.0,0.8,65.0
3648,Jessica Penne,12,6,0,0,"67""",2.46,4.73,48.0,1.58,25.0,0.6,66.666664
2473,Jessica Rakoczy,2,5,0,1,"68""",2.5,3.55,64.0,0.75,20.0,0.8,25.0
4127,Jessica-Rose Clark,9,5,0,1,"64""",4.6,4.13,61.0,1.33,66.0,0.7,60.0
4076,Jessin Ayari,16,5,0,0,"73""",3.58,3.4,59.0,0.0,0.0,0.3,76.190475
4236,Ji Yeon Kim,8,1,2,0,"72""",4.47,4.91,59.0,0.0,0.0,0.0,72.72726999999999
2816,Jianping Yang,7,4,1,0,"65""",1.4,2.07,65.0,1.0,25.0,0.0,58.33333199999999
2625,Jim Alers,13,3,0,1,"71""",2.9,4.38,56.0,2.26,41.0,0.3,76.47059
1022,Jim Miller,29,12,0,1,"71""",2.79,2.89,59.0,1.7,41.0,1.9,69.04762
2174,Jimi Manuwa,17,4,0,0,"79""",3.34,3.74,49.0,0.58,21.0,0.4,80.95238
3282,Jimmie Rivera,22,2,0,0,"68""",4.44,3.35,63.0,0.97,27.0,0.0,91.666664
3772,Jimmy Wallhead,29,11,0,0,"73""",3.19,6.65,49.0,0.0,0.0,0.0,72.5
1674,Jimy Hettes,11,3,0,0,"71""",3.47,3.5,57.0,5.2,44.0,1.4,78.57143
4523,Jin Soo Son,9,3,0,0,"69""",3.87,6.67,56.0,1.0,14.0,0.0,75.0
3939,Joachim Christensen,14,6,0,0,"76""",3.78,3.29,46.0,0.0,0.0,0.0,70.0
3218,Joanna Jedrzejczyk,15,2,0,0,"65""",6.44,2.67,66.0,0.15,66.0,0.0,88.23529
60,Joanne Calderwood,12,3,0,0,"65""",5.9,4.27,44.0,1.74,57.0,0.4,80.0
2264,Joao Zeferino,13,6,0,0,"73""",0.83,2.6,48.0,0.5,5.0,1.0,68.42105
3344,Joaquim Silva,10,2,0,0,"69""",3.07,3.2,64.0,0.0,0.0,0.3,83.333336
3444,Joby Sanchez,11,4,0,0,"68""",3.22,2.82,63.0,0.95,71.0,0.4,73.333336
3663,Jocelyn Jones-Lybarger,6,4,0,0,"64""",2.96,4.83,56.0,0.34,25.0,0.0,60.0
1250,Joe Brammer,7,3,1,0,,2.15,2.8,56.0,0.81,50.0,0.0,63.636364
901,Joe Doerksen,47,16,0,0,"75""",1.43,2.79,50.0,2.02,33.0,2.3,74.60316999999999
3091,Joe Duffy,16,3,0,0,"73""",3.07,3.45,58.0,0.66,100.0,1.0,84.210526
2990,Joe Ellenberger,15,2,0,0,"72""",1.62,3.45,48.0,3.17,40.0,1.1,88.23529
4419,Joe Giannetti,7,1,0,0,"74""",1.93,2.8,40.0,1.0,16.0,0.0,87.5
3738,Joe Gigliotti,7,2,0,0,"69""",1.04,2.92,45.0,1.56,100.0,0.8,77.77778
595,Joe Jordan,49,13,2,0,,1.85,4.27,59.0,0.0,0.0,0.0,76.5625
826,Joe Lauzon,27,16,0,0,"71""",2.74,5.39,54.0,2.34,45.0,2.1,62.7907
3234,Joe Merritt,6,1,0,0,"73""",1.53,0.73,66.0,0.0,0.0,0.0,85.71429
1947,Joe Proctor,11,5,0,0,"72""",3.39,3.93,59.0,0.0,0.0,1.8,68.75
427,Joe Riggs,41,17,0,1,"70""",2.41,1.69,57.0,2.45,55.0,0.6,69.49152
3199,Joe Soto,18,7,0,0,"65""",3.36,5.37,67.0,0.85,21.0,1.9,72.0
507,Joe Stevenson,31,14,0,0,"70""",2.05,2.44,60.0,2.75,44.0,2.2,68.888885
799,Joe Veres,4,3,0,0,,0.0,5.55,27.0,0.0,0.0,0.0,57.14285699999999
1292,Joey Beltran,15,9,0,1,"75""",4.92,5.27,54.0,0.48,18.0,0.0,60.0
1968,Joey Gambino,9,2,0,0,,2.47,2.53,51.0,0.0,0.0,0.8,81.818184
322,Joey Gilbert,2,3,0,0,,0.61,4.44,31.0,0.0,0.0,0.0,40.0
254,John Alessio,34,16,0,1,"72""",1.87,2.46,57.0,1.78,36.0,1.0,66.666664
1911,John Cholish,8,3,0,0,"72""",2.65,2.29,73.0,1.82,31.0,0.4,72.72726999999999
1943,John Cofer,7,4,0,0,"73""",2.73,3.43,62.0,1.22,50.0,0.0,63.636364
1799,John Dodson,21,10,0,0,"66""",3.38,3.41,63.0,0.71,30.0,0.0,67.741936
1382,John Gunderson,32,12,2,0,"69""",1.04,1.71,58.0,1.67,33.0,2.0,69.565216
883,John Halverson,16,7,0,1,,2.94,5.29,47.0,0.0,0.0,2.0,66.666664
1226,John Hathaway,17,2,0,0,"75""",3.4,1.8,62.0,2.61,43.0,0.9,89.47369
1064,John Howard,23,12,0,0,"71""",2.15,3.08,51.0,2.7,49.0,0.4,65.71429
835,John Kolosci,15,8,0,0,,0.21,0.85,50.0,0.0,0.0,0.0,65.21739000000001
2430,John Lineker,31,8,0,0,"67""",5.22,3.95,56.0,0.52,60.0,0.6,79.48718000000001
2048,John Maguire,18,6,0,0,"69""",1.41,2.44,65.0,2.8,46.0,1.1,75.0
1782,John Makdessi,16,6,0,0,"68""",5.49,3.89,71.0,0.0,0.0,0.0,72.72726999999999
157,John Moraga,19,7,0,0,"66""",2.57,2.55,56.0,0.62,23.0,1.1,73.07692
1037,John Polakowski,2,2,0,0,,0.14,2.05,44.0,0.0,0.0,2.0,50.0
1354,John Salter,8,2,0,0,"74""",1.68,1.68,68.0,2.85,46.0,0.5,80.0
1801,Johnny Bedford,19,13,1,1,"71""",4.53,1.75,63.0,1.83,62.0,0.0,55.882355000000004
2871,Johnny Case,22,6,0,0,"72""",3.95,2.66,61.0,1.7,45.0,0.0,78.57143
20,Johnny Eduardo,28,12,0,0,"71""",2.89,3.34,63.0,0.0,0.0,0.5,70.0
1024,Johnny Rees,12,4,0,1,,3.29,0.84,47.0,1.15,25.0,0.0,70.588234
2,Johnny Walker,15,3,0,0,"82""",5.37,3.36,25.0,0.89,100.0,2.6,83.333336
186,Johny Hendricks,18,8,0,0,"69""",3.49,3.99,53.0,3.83,46.0,0.3,69.23076999999999
2521,Jon Delos Reyes,8,5,0,0,"67""",2.99,4.14,51.0,3.2,83.0,1.9,61.53846
701,Jon Fitch,27,5,1,1,"76""",2.61,1.65,54.0,3.6,51.0,0.8,79.411766
966,Jon Jones,22,1,0,1,"84""",4.41,2.12,65.0,2.13,50.0,0.6,91.666664
915,Jon Koppenhaver,11,4,0,0,,2.32,3.17,43.0,1.16,50.0,0.0,73.333336
1343,Jon Madsen,7,1,0,0,"72""",2.46,1.18,81.0,1.32,71.0,0.0,87.5
2193,Jon Manley,7,3,0,0,"75""",1.13,4.33,45.0,1.0,7.0,0.0,70.0
1625,Jon Olav Einemo,6,3,0,0,,2.15,3.05,52.0,1.73,55.0,0.0,66.666664
4105,Jon Tuck,10,5,0,0,"73""",3.0,3.74,60.0,0.42,33.0,1.0,66.666664
1692,Jonathan Brookins,14,6,0,0,"73""",2.69,3.63,56.0,1.94,17.0,0.3,70.0
497,Jonathan Goulet,23,12,0,1,"73""",1.61,2.0,46.0,4.17,70.0,0.6,63.88889
3664,Jonathan Meunier,8,1,0,0,"75""",3.47,1.43,69.0,0.58,33.0,0.0,88.888885
162,Jonathan Wilson,7,3,0,0,"75""",2.92,5.65,56.0,0.37,100.0,0.0,70.0
3154,Jonavin Webb,8,2,0,1,"71""",1.47,2.27,64.0,2.5,31.0,1.0,72.72726999999999
3948,Jordan Johnson,10,0,0,0,"79""",3.45,2.64,53.0,3.25,42.0,1.2,100.0
56,Jordan Mein,31,12,0,0,"73""",3.35,2.55,69.0,1.56,58.0,0.2,72.093025
743,Jordan Radev,23,5,0,0,,1.35,2.38,66.0,0.0,0.0,0.0,82.14286
3636,Jordan Rinaldi,14,6,0,0,"72""",1.39,2.26,54.0,2.04,45.0,1.6,70.0
584,Jorge Gurgel,14,9,0,0,"69""",3.37,3.62,62.0,0.81,23.0,0.5,60.869564000000004
2247,Jorge Masvidal,32,13,0,0,"74""",4.15,2.96,67.0,1.73,58.0,0.4,71.111115
236,Jorge Patino,25,13,1,1,,1.33,3.14,53.0,0.54,25.0,0.0,62.5
406,Jorge Rivera,19,9,0,0,"73""",3.16,2.64,54.0,0.84,50.0,0.1,67.85714
665,Jorge Santiago,25,11,0,0,"74""",1.69,2.62,56.0,0.58,30.0,0.8,69.44444
2931,Jorge de Oliveira,7,2,0,0,"71""",1.26,4.84,48.0,0.0,0.0,0.0,77.77778
1590,Jose Aldo,27,4,0,0,"70""",3.51,2.94,67.0,0.73,68.0,0.2,87.09676999999999
2336,Jose Maria,33,5,0,2,,3.2,3.98,52.0,2.32,27.0,2.3,82.5
104,Jose Quinonez,8,2,0,0,"69""",3.26,2.32,68.0,2.88,50.0,1.0,80.0
1870,Joseph Benavidez,25,5,0,0,"65""",3.44,2.5,64.0,1.26,27.0,0.7,83.333336
105,Joseph Morales,9,2,0,0,"69""",1.58,1.72,60.0,0.53,50.0,2.6,81.818184
1721,Joseph Sandoval,6,2,0,0,,1.82,12.12,60.0,0.0,0.0,0.0,75.0
295,Josh Barnett,35,8,0,0,"78""",3.2,2.11,57.0,1.26,55.0,1.4,81.39535
1809,Josh Clopton,6,2,1,0,"68""",1.6,2.87,50.0,2.0,66.0,0.0,66.666664
3089,Josh Copeland,9,2,0,0,"75""",1.03,3.01,55.0,0.0,0.0,0.0,81.818184
3613,Josh Emmett,13,2,0,0,"70""",3.89,3.64,63.0,1.9,52.0,0.2,86.666664
1806,Josh Ferguson,7,5,0,0,"66""",2.13,4.18,32.0,0.59,11.0,0.0,58.33333199999999
1617,Josh Grispi,14,5,0,0,"74""",1.44,3.71,50.0,1.97,36.0,2.2,73.68421
1012,Josh Hendricks,18,7,0,1,,0.98,11.8,29.0,0.0,0.0,0.0,69.23076999999999
456,Josh Koscheck,19,10,0,0,"73""",1.79,2.27,63.0,2.46,48.0,0.4,65.51724
482,Josh Neer,33,13,1,0,"72""",3.29,3.63,58.0,1.09,34.0,1.3,70.21276999999999
459,Josh Rafferty,9,8,0,0,,0.6,3.6,50.0,0.0,0.0,9.0,52.941177
2232,Josh Samman,12,5,0,0,"79""",2.08,2.47,34.0,1.09,33.0,0.4,70.588234
659,Josh Shockman,5,3,0,0,,0.87,0.87,58.0,0.0,0.0,0.0,62.5
4125,Josh Stansbury,8,5,0,0,"74""",3.22,3.54,54.0,0.0,0.0,1.0,61.53846
408,Josh Thomson,21,8,0,1,"71""",2.59,2.12,64.0,1.92,39.0,1.3,70.0
94,Joshua Burkman,29,17,0,1,"72""",2.69,3.13,51.0,2.53,36.0,0.3,61.702130000000004
2481,Joshua Sampo,11,5,0,0,"64""",1.99,2.96,55.0,1.06,33.0,2.1,68.75
3441,Julian Erosa,22,7,0,0,"75""",4.91,5.2,45.0,1.64,60.0,1.1,75.86206999999999
4192,Julian Marquez,7,2,0,0,"75""",3.8,3.33,53.0,0.0,0.0,3.0,77.77778
46,Juliana Lima,9,5,0,0,"65""",1.94,2.11,55.0,1.72,31.0,0.0,64.28571
3358,Julianna Pena,9,3,0,0,"69""",2.95,1.2,44.0,2.79,52.0,1.2,75.0
2329,Julie Kedzie,16,13,0,0,"64""",2.9,3.18,46.0,1.14,23.0,0.0,55.172413
4575,Julio Arce,15,3,0,0,"70""",4.41,2.45,67.0,0.3,16.0,0.9,83.333336
1311,Julio Paulino,17,4,0,0,,0.97,1.87,48.0,0.0,0.0,0.5,80.95238
2927,Jumabieke Tuerxun,17,3,1,0,"67""",1.6,3.08,59.0,0.47,11.0,0.9,80.95238
1032,Junie Browning,4,5,0,0,,3.76,1.76,66.0,3.53,66.0,3.5,44.444443
195,Junior Albini,14,4,0,0,"74""",4.03,6.17,53.0,0.77,50.0,0.0,77.77778
642,Junior Assuncao,13,4,0,0,"72""",3.31,2.06,44.0,2.43,24.0,0.7,76.47059
1002,Junior Dos Santos,19,5,0,0,"77""",4.83,3.17,58.0,0.36,55.0,0.1,79.166664
2387,Junior Hernandez,14,6,0,0,"69""",2.72,5.51,64.0,0.0,0.0,0.0,70.0
145,Jussier Formiga,22,5,0,0,"67""",1.34,2.17,65.0,1.86,37.0,0.7,81.48148
864,Justin Buchholz,12,6,0,0,"73""",2.35,4.14,51.0,0.0,0.0,0.8,66.666664
1619,Justin Edwards,9,5,0,0,"70""",2.68,3.32,51.0,2.14,26.0,1.0,64.28571
430,Justin Eilers,19,7,1,0,,1.78,6.56,47.0,0.0,0.0,0.0,70.37037
4164,Justin Gaethje,19,2,0,0,"70""",8.53,10.54,53.0,0.0,0.0,0.0,90.47619
641,Justin James,13,7,0,0,,1.34,2.68,50.0,0.0,0.0,1.6,65.0
4463,Justin Ledet,9,1,0,1,"80""",3.47,4.34,49.0,0.32,50.0,0.3,81.818184
589,Justin Levens,9,8,0,0,,0.37,3.49,40.0,0.0,0.0,2.8,52.941177
705,Justin McCully,10,5,2,0,"73""",1.58,2.02,46.0,1.28,44.0,0.0,58.823530000000005
1855,Justin Salas,12,7,0,0,"70""",3.42,2.96,68.0,2.43,20.0,0.0,63.15789399999999
22,Justin Scoggins,11,5,0,0,"66""",3.56,2.16,55.0,3.42,63.0,0.5,68.75
4173,Justin Willis,7,1,0,0,"78""",4.61,3.69,58.0,1.84,66.0,0.0,87.5
1247,Justin Wren,11,2,0,0,,3.43,2.07,64.0,0.0,0.0,0.0,84.61539
3477,Justine Kish,6,2,0,0,"64""",4.32,4.18,58.0,1.0,30.0,0.2,75.0
284,Jutaro Nakao,23,17,4,0,,0.53,1.06,44.0,0.38,50.0,0.0,52.272728
2959,Kailin Curran,4,6,0,0,"65""",3.89,4.75,53.0,2.0,57.0,0.6,40.0
129,Kajan Johnson,23,14,1,0,"75""",2.47,1.59,64.0,1.54,37.0,0.2,60.526318
640,Kalib Starnes,12,7,1,0,"74""",2.71,4.43,53.0,1.46,33.0,0.6,60.0
4214,Kalindra Faria,18,8,1,0,,2.23,1.44,45.0,1.31,66.0,0.7,66.666664
1832,Kamal Shalorus,7,3,2,0,"68""",3.06,2.99,70.0,2.07,50.0,0.0,58.33333199999999
3250,Kamaru Usman,13,1,0,0,"76""",3.64,1.46,63.0,3.85,47.0,0.3,92.85714
4158,Karine Gevorgyan,3,3,0,0,"63""",1.2,1.8,76.0,0.0,0.0,0.0,50.0
205,Karl Roberson,7,1,0,0,"74""",2.53,1.39,73.0,1.9,75.0,1.3,87.5
1673,Karlos Vemola,10,4,0,0,"75""",1.67,2.13,37.0,1.93,25.0,1.7,71.42857
390,Karo Parisyan,19,8,0,1,"72""",2.49,2.19,58.0,5.27,59.0,1.0,67.85714
160,Karolina Kowalkiewicz,13,3,0,0,"64""",5.76,5.16,56.0,0.14,14.0,0.0,81.25
3857,Katlyn Chookagian,11,1,0,0,"68""",4.03,3.97,64.0,0.0,0.0,0.2,91.666664
2518,Katsunori Kikuno,23,8,2,0,"66""",2.64,2.47,61.0,1.88,75.0,0.8,69.69697
805,Kazuhiro Nakamura,15,11,0,0,"70""",1.56,1.83,59.0,1.73,36.0,0.6,57.69230699999999
2200,Kazuki Tokudome,12,6,1,0,"73""",2.26,3.63,53.0,2.0,38.0,0.0,63.15789399999999
504,Keigo Kunihara,3,2,0,0,,0.17,1.99,57.0,4.97,40.0,2.5,60.0
146,Keita Nakamura,33,9,2,1,"73""",2.21,3.46,58.0,2.0,55.0,0.4,73.333336
511,Keith Jardine,17,10,2,0,"76""",3.25,2.98,59.0,1.18,45.0,0.7,58.62069
294,Keith Rockel,12,4,1,0,,1.13,0.21,66.0,4.63,75.0,4.6,70.588234
1901,Keith Wisniewski,28,13,1,0,"75""",2.32,4.86,42.0,1.57,40.0,0.3,66.666664
301,Kelly Dullanty,4,2,0,0,,0.0,0.67,75.0,0.0,0.0,0.0,66.666664
3530,Kelly Faszholz,3,2,0,0,"67""",4.01,3.61,52.0,0.0,0.0,0.0,60.0
2228,Kelvin Gastelum,16,3,0,1,"71""",3.86,2.87,61.0,0.82,50.0,0.2,80.0
377,Ken Shamrock,28,16,2,0,"72""",1.47,4.3,39.0,0.94,60.0,2.5,60.869564000000004
1620,Ken Stone,11,4,0,0,"71""",3.85,2.9,48.0,1.24,33.0,0.6,73.333336
574,Kendall Grove,13,10,0,1,"79""",2.31,2.4,54.0,0.49,45.0,1.7,54.16666800000001
247,Kenichi Yamamoto,5,10,2,0,,0.3,1.93,38.0,0.0,0.0,0.3,29.411764
37,Kenny Florian,14,6,0,0,"74""",2.41,1.85,63.0,2.22,33.0,1.3,70.0
2192,Kenny Robertson,15,5,0,0,"74""",3.72,3.02,52.0,1.37,26.0,0.8,75.0
4041,Ketlen Vieira,10,0,0,0,"68""",2.62,3.69,56.0,2.21,57.0,0.8,100.0
1146,Kevin Burns,9,5,0,0,"74""",2.74,4.3,52.0,0.28,50.0,0.8,64.28571
3501,Kevin Casey,9,5,1,2,"77""",2.27,3.76,46.0,0.79,22.0,0.4,52.941177
1243,Kevin Ferguson,5,2,0,1,,2.3,3.41,38.0,3.1,72.0,1.2,62.5
472,Kevin Jordan,11,9,0,0,,2.0,1.91,55.0,0.0,0.0,0.6,55.0
29,Kevin Lee,17,3,0,0,"77""",4.06,2.96,52.0,3.33,42.0,1.1,85.0
240,Kevin Randleman,17,16,0,0,,1.26,1.12,57.0,2.0,56.0,0.8,51.515152
2705,Kevin Souza,19,4,0,0,"74""",4.65,2.91,58.0,0.0,0.0,0.0,82.608696
1990,Khabib Nurmagomedov,27,0,0,0,"70""",4.29,1.7,66.0,5.09,44.0,0.6,100.0
4522,Khalid Murtazaliev,14,2,0,0,"76""",4.8,0.4,78.0,7.5,100.0,0.0,87.5
3679,Khalil Rountree Jr.,8,2,0,2,"76""",2.3,3.29,38.0,0.0,0.0,0.3,66.666664
2865,Kiichi Kunimoto,18,7,2,1,"71""",1.87,3.92,41.0,1.59,20.0,0.3,64.28571
207,Kimo Leopoldo,10,7,1,0,,0.76,2.12,30.0,4.55,100.0,2.3,55.55555699999999
508,Kit Cope,4,7,0,0,,1.18,2.12,35.0,0.0,0.0,3.5,36.363636
1377,Kris McCray,6,3,0,0,"76""",2.69,2.57,54.0,2.88,55.0,0.0,66.666664
605,Kristof Midoux,6,10,0,0,,0.7,2.89,49.0,0.0,0.0,0.0,37.5
138,Krzysztof Jotko,19,4,0,0,"77""",2.86,1.89,59.0,1.12,37.0,0.1,82.608696
1033,Krzysztof Soszynski,26,12,1,0,"77""",3.37,3.13,58.0,0.52,25.0,1.0,66.666664
637,Kuniyoshi Hironaka,19,8,0,0,"70""",1.98,3.01,54.0,1.91,30.0,0.6,70.37037
4577,Kurt Holobaugh,17,6,0,1,"73""",5.12,4.24,49.0,0.64,40.0,1.0,70.833336
