,fighter2,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,reach_fighter2,SLpM_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,Sub_Avg_fighter2,win%_fighter2
2942,Hector Urbina,25,10,1,0,"73""",0.97,2.44,39.0,0.0,0.0,3.8,69.44444
143,Henrique da Silva,14,5,0,0,"76""",3.89,5.28,40.0,0.25,14.0,0.2,73.68421
103,Henry Briones,19,8,1,0,"69""",3.47,4.68,53.0,0.0,0.0,0.6,67.85714
3085,Henry Cejudo,13,2,0,0,"64""",3.42,2.6,67.0,2.31,35.0,0.1,86.666664
393,Hermes Franca,22,12,0,1,"71""",1.78,2.85,55.0,1.53,36.0,2.4,62.85714300000001
3262,Holly Holm,12,4,0,0,"69""",2.82,2.8,57.0,0.56,31.0,0.1,75.0
3743,Horacio Gutierrez,3,3,0,0,"69""",0.86,2.91,46.0,0.0,0.0,0.0,50.0
788,Houston Alexander,13,8,1,2,"72""",3.06,3.2,52.0,1.19,57.0,0.0,54.16666800000001
2125,Hugo Viana,8,4,0,0,"67""",3.05,3.2,57.0,0.22,6.0,0.0,66.666664
98,Humberto Bandenay,14,6,0,1,,2.3,5.22,39.0,1.87,66.0,0.9,66.666664
149,Hyun Gyu Lim,13,7,1,0,"77""",4.45,5.07,51.0,0.23,100.0,0.2,61.904762
2993,Ian Entwistle,9,3,0,0,"64""",0.11,7.36,31.0,0.0,0.0,12.1,75.0
3,Ian Heinisch,12,1,0,0,,3.49,1.67,52.0,0.81,14.0,1.6,92.30769000000001
1689,Ian Loveland,14,9,0,0,,2.71,2.36,64.0,1.0,37.0,0.3,60.869564000000004
2340,Ian McCall,13,5,1,0,"64""",3.59,3.25,67.0,2.08,30.0,0.0,68.42105
2410,Igor Araujo,25,8,0,1,"77""",1.52,2.86,49.0,0.86,15.0,0.6,73.52941
1208,Igor Pokrajac,28,13,0,1,"76""",2.25,4.26,40.0,0.87,29.0,0.2,66.666664
2294,Ildemar Alcantara,21,8,0,0,"78""",1.93,2.63,50.0,2.0,68.0,0.9,72.413795
2412,Iliarde Santos,27,9,1,1,"66""",3.0,6.1,57.0,1.66,23.0,0.0,71.052635
3491,Ilir Latifi,15,5,0,1,"73""",2.37,2.65,52.0,2.33,37.0,0.7,71.42857
3874,Ion Cutelaba,14,3,0,1,"75""",4.62,3.16,48.0,1.95,66.0,0.0,77.77778
4212,Irene Aldana,9,4,0,0,"68""",6.35,7.08,61.0,0.5,50.0,0.0,69.23076999999999
2658,Isaac Vallie-Flagg,14,6,1,0,"68""",5.56,5.6,45.0,0.2,12.0,0.0,66.666664
3182,Islam Makhachev,16,1,0,0,"70""",2.24,0.82,64.0,4.33,86.0,1.3,94.117645
4418,Israel Adesanya,15,0,0,0,"80""",4.51,2.08,71.0,0.0,0.0,0.3,100.0
2004,Issei Tamura,7,4,0,0,"63""",1.89,4.58,44.0,0.92,25.0,0.0,63.636364
2269,Iuri Alcantara,35,10,0,1,"71""",2.72,2.79,49.0,1.44,62.0,0.8,76.08695999999999
2563,Ivan Jorge,26,5,0,0,"73""",3.41,2.91,59.0,1.56,16.0,0.6,83.870964
423,Ivan Menjivar,25,12,0,0,"64""",2.78,2.76,65.0,0.56,28.0,1.0,67.567566
465,Ivan Salaverry,13,8,0,0,,3.01,1.19,76.0,0.49,18.0,2.5,61.904762
3123,Izabela Badurek,5,3,0,0,,3.74,4.9,32.0,1.75,12.0,0.0,62.5
3720,JC Cottrell,17,5,0,0,"71""",0.79,2.75,45.0,0.79,100.0,0.0,77.27273000000001
3894,JJ Aldrich,7,2,0,0,"67""",3.72,3.87,63.0,0.25,16.0,0.0,77.77778
2381,Jacare Souza,26,6,0,1,"72""",2.61,2.46,63.0,3.01,41.0,1.7,78.78788
18,Jack Hermansson,17,4,0,0,"77""",4.49,1.93,63.0,1.99,46.0,0.3,80.95238
27,Jack Marshman,22,8,0,0,"73""",2.87,3.78,56.0,0.0,0.0,0.0,73.333336
2651,Jack May,7,2,0,0,"79""",1.52,3.29,33.0,0.91,33.0,0.0,77.77778
1234,Jacob Volkmann,15,4,0,0,"71""",1.19,1.78,52.0,3.19,48.0,2.0,78.947365
204,Jake Collier,11,4,0,0,"78""",4.15,3.69,52.0,0.72,23.0,0.5,73.333336
1400,Jake Ellenberger,31,15,0,0,"71""",2.47,2.83,60.0,2.04,47.0,0.4,67.391304
1876,Jake Hecht,11,4,0,0,"76""",3.26,2.76,56.0,2.04,37.0,0.0,73.333336
3091,Jake Lindsey,9,3,0,0,"71""",3.44,4.01,46.0,0.65,33.0,0.0,75.0
2735,Jake Matthews,14,3,0,0,"73""",3.05,2.16,56.0,2.51,41.0,0.9,82.35294
605,Jake O'Brien,13,4,0,0,"76""",1.31,1.92,69.0,6.39,54.0,0.2,76.47059
1238,Jake Rosholt,12,3,0,1,,2.68,2.33,49.0,6.51,68.0,1.8,75.0
1690,Jake Shields,29,7,1,1,"72""",2.45,1.8,56.0,2.83,29.0,1.2,76.31579
58,James Bochnovic,8,3,0,0,"81""",0.65,3.64,21.0,0.0,0.0,0.0,72.72726999999999
957,James Giboo,13,5,0,0,,1.2,7.08,39.0,0.0,0.0,0.0,72.22222
1385,James Hammortree,6,2,0,0,,1.93,4.13,44.0,2.0,50.0,1.0,75.0
1630,James Head,9,4,0,0,"73""",2.75,3.11,49.0,0.41,100.0,0.8,69.23076999999999
447,James Irvin,15,9,0,2,"75""",2.03,3.86,35.0,0.0,0.0,0.5,57.69230699999999
44,James Krause,25,8,0,0,"73""",4.57,4.15,61.0,1.18,18.0,0.7,75.757576
854,James Lee,14,3,0,1,,1.4,3.72,27.0,13.95,50.0,7.0,77.77778
1246,James McSweeney,6,9,0,0,"77""",3.94,4.33,42.0,0.52,33.0,1.1,40.0
3914,James Moontasri,9,5,0,0,"71""",2.39,3.86,40.0,0.0,0.0,0.2,64.28571
1711,James Te Huna,18,9,0,0,"75""",4.04,2.99,62.0,2.75,37.0,0.2,66.666664
2356,James Vick,13,2,0,0,"76""",4.16,3.05,62.0,0.32,33.0,0.8,86.666664
1374,James Wilks,7,4,0,0,"75""",1.82,2.03,50.0,1.27,22.0,3.8,63.636364
4440,Jamie Moyle,4,3,0,0,"65""",4.51,4.0,65.0,1.0,21.0,0.0,57.14285699999999
612,Jamie Varner,21,11,1,2,"72""",2.92,2.55,58.0,3.49,53.0,0.8,60.0
161,Jan Blachowicz,23,7,0,0,"78""",3.64,3.01,53.0,1.59,54.0,0.4,76.666664
40,Jared Cannonier,11,4,0,0,"77""",3.63,2.83,67.0,0.21,33.0,0.0,73.333336
4269,Jared Gordon,14,2,0,0,"68""",6.68,2.92,68.0,3.41,42.0,0.0,87.5
1321,Jared Hamman,13,6,0,0,"75""",5.15,3.93,55.0,1.57,46.0,0.0,68.42105
1827,Jared Papazian,14,9,0,1,"67""",3.33,3.81,44.0,0.0,0.0,0.0,58.33333199999999
2732,Jared Rosholt,14,3,0,0,"75""",2.08,1.52,59.0,1.83,41.0,0.1,82.35294
3542,Jarjis Danho,6,1,1,1,"74""",3.39,5.77,47.0,0.57,20.0,0.0,66.666664
744,Jason Black,23,4,1,0,,1.06,2.6,45.0,0.48,33.0,6.2,82.14286
1207,Jason Brilz,18,5,1,0,"71""",2.66,1.78,65.0,2.37,25.0,1.3,75.0
902,Jason Day,19,12,0,0,"72""",3.61,3.46,47.0,1.13,100.0,0.0,61.290319999999994
622,Jason Dent,21,12,0,0,"71""",2.01,3.7,62.0,0.0,0.0,1.4,63.636364
773,Jason Gilliam,14,5,0,0,,0.79,3.14,42.0,0.0,0.0,0.0,73.68421
3786,Jason Gonzalez,11,4,0,0,"74""",2.81,3.19,60.0,0.0,0.0,1.2,73.333336
1333,Jason High,19,5,0,0,"71""",1.28,1.56,48.0,2.36,63.0,2.8,79.166664
88,Jason Knight,20,6,0,0,"71""",2.95,3.02,51.0,1.31,31.0,1.7,76.92308
561,Jason Lambert,25,12,0,0,"75""",3.21,1.84,50.0,1.35,36.0,2.4,67.567566
628,Jason MacDonald,26,16,0,0,"80""",1.55,2.7,46.0,1.43,16.0,2.0,61.904762
1797,Jason Miller,34,10,0,1,"72""",1.83,2.3,49.0,1.31,28.0,1.3,75.55556
3742,Jason Novelli,11,3,1,0,"75""",1.73,3.55,66.0,0.7,33.0,0.0,73.333336
826,Jason Reinhardt,20,3,0,0,,0.51,4.07,43.0,1.91,12.0,0.0,86.95652
139,Jason Saggo,12,4,0,0,"71""",2.5,2.94,52.0,2.33,40.0,0.0,75.0
756,Jason Tan,5,3,0,0,,0.69,7.37,18.0,0.0,0.0,0.0,62.5
455,Jason Thacker,0,1,0,0,,0.63,17.05,32.0,0.0,0.0,0.0,0.0
549,Jason Von Flue,14,12,1,0,,1.89,3.23,52.0,0.62,16.0,1.5,51.851852
2054,Jason Young,8,7,0,0,"73""",2.97,3.2,50.0,1.98,66.0,0.0,53.33333199999999
497,Jay Hieron,23,7,0,0,"75""",1.66,1.89,61.0,4.05,60.0,1.0,76.666664
1193,Jay Silva,7,5,1,0,,1.13,3.07,40.0,0.0,0.0,1.0,53.846153
409,Jeff Curran,35,15,1,0,"69""",1.54,2.48,60.0,0.35,12.0,1.2,68.62745
1654,Jeff Hougland,10,6,0,0,"68""",1.86,3.46,47.0,0.86,18.0,1.1,62.5
288,Jeff Monson,43,12,1,0,"74""",0.97,2.87,59.0,1.06,12.0,0.7,76.78571
517,Jeff Newton,4,2,0,0,,0.28,1.41,52.0,0.0,0.0,8.5,66.666664
3870,Jenel Lausa,7,5,0,0,"68""",1.44,3.53,53.0,0.55,66.0,0.8,58.33333199999999
273,Jens Pulver,25,15,1,0,"70""",2.12,3.13,56.0,0.22,33.0,0.3,60.975609999999996
239,Jeremy Horn,88,21,5,1,"74""",1.19,1.99,55.0,1.83,38.0,1.1,76.521736
392,Jeremy Jackson,9,5,0,0,,0.71,2.03,25.0,1.52,40.0,0.0,64.28571
3767,Jeremy Kennedy,11,1,0,0,"71""",2.22,2.58,47.0,5.73,52.0,0.0,91.666664
4125,Jeremy Kimball,15,8,0,0,"72""",2.81,3.84,49.0,1.41,20.0,0.0,65.21739000000001
1947,Jeremy Larsen,8,5,0,1,"70""",4.87,5.75,57.0,2.49,33.0,0.0,57.14285699999999
123,Jeremy Stephens,28,15,0,0,"71""",3.1,2.76,59.0,1.16,36.0,0.4,65.11628
2780,Jerrod Sanders,15,3,0,1,"72""",0.88,1.14,46.0,2.2,33.0,1.6,78.947365
792,Jess Liaudin,19,11,0,0,"72""",2.46,2.76,41.0,3.28,53.0,1.6,63.33333199999999
2475,Jessamyn Duke,3,3,0,1,"73""",4.83,4.43,57.0,1.27,36.0,1.9,42.857143
579,Jesse Forbes,15,5,0,0,"75""",2.11,4.06,53.0,1.79,75.0,1.2,75.0
1175,Jesse Lennox,15,3,0,0,"72""",2.69,3.2,64.0,1.22,66.0,0.3,83.333336
2564,Jesse Ronson,13,5,0,0,"70""",3.09,2.73,59.0,0.67,40.0,0.3,72.22222
38,Jesse Taylor,33,15,0,0,"73""",1.94,0.55,38.0,7.28,50.0,3.1,68.75
2323,Jessica Andrade,19,6,0,0,"62""",6.58,5.04,51.0,3.2,58.0,0.5,76.0
2945,Jessica Eye,13,6,0,1,"66""",3.42,3.32,59.0,0.59,71.0,0.8,65.0
2975,Jessica Penne,12,6,0,0,"67""",2.46,4.73,48.0,1.58,25.0,0.6,66.666664
4407,Jessica-Rose Clark,9,5,0,1,"64""",4.6,4.13,61.0,1.33,66.0,0.7,60.0
3772,Jessin Ayari,16,5,0,0,"73""",3.58,3.4,59.0,0.0,0.0,0.3,76.190475
10,Jesus Pinedo,16,4,1,0,,4.0,3.87,58.0,5.0,100.0,0.0,76.190475
4112,Ji Yeon Kim,8,1,2,0,"72""",4.47,4.91,59.0,0.0,0.0,0.0,72.72726999999999
3057,Jim Alers,13,3,0,1,"71""",2.9,4.38,56.0,2.26,41.0,0.3,76.47059
51,Jim Miller,29,12,0,1,"71""",2.79,2.89,59.0,1.7,41.0,1.9,69.04762
87,Jimi Manuwa,17,4,0,0,"79""",3.34,3.74,49.0,0.58,21.0,0.4,80.95238
74,Jimmie Rivera,22,2,0,0,"68""",4.44,3.35,63.0,0.97,27.0,0.0,91.666664
2234,Jimmy Quinlan,3,1,1,0,"72""",2.08,5.94,16.0,4.46,25.0,0.0,60.0
3816,Joachim Christensen,14,6,0,0,"76""",3.78,3.29,46.0,0.0,0.0,0.0,70.0
184,Joanna Jedrzejczyk,15,2,0,0,"65""",6.44,2.67,66.0,0.15,66.0,0.0,88.23529
2978,Joanne Calderwood,12,3,0,0,"65""",5.9,4.27,44.0,1.74,57.0,0.4,80.0
308,Joao Pierini,4,1,0,0,,0.76,4.56,33.0,0.0,0.0,0.0,80.0
3683,Joaquim Silva,10,2,0,0,"69""",3.07,3.2,64.0,0.0,0.0,0.3,83.333336
2832,Joby Sanchez,11,4,0,0,"68""",3.22,2.82,63.0,0.95,71.0,0.4,73.333336
3452,Jocelyn Jones-Lybarger,6,4,0,0,"64""",2.96,4.83,56.0,0.34,25.0,0.0,60.0
160,Jodie Esquibel,6,4,0,0,"64""",4.87,8.5,52.0,0.0,0.0,0.0,60.0
1364,Joe Brammer,7,3,1,0,,2.15,2.8,56.0,0.81,50.0,0.0,63.636364
427,Joe Doerksen,47,16,0,0,"75""",1.43,2.79,50.0,2.02,33.0,2.3,74.60316999999999
187,Joe Duffy,16,3,0,0,"73""",3.07,3.45,58.0,0.66,100.0,1.0,84.210526
2746,Joe Ellenberger,15,2,0,0,"72""",1.62,3.45,48.0,3.17,40.0,1.1,88.23529
3889,Joe Gigliotti,7,2,0,0,"69""",1.04,2.92,45.0,1.56,100.0,0.8,77.77778
198,Joe Lauzon,27,16,0,0,"71""",2.74,5.39,54.0,2.34,45.0,2.1,62.7907
2103,Joe Proctor,11,5,0,0,"72""",3.39,3.93,59.0,0.0,0.0,1.8,68.75
532,Joe Riggs,41,17,0,1,"70""",2.41,1.69,57.0,2.45,55.0,0.6,69.49152
2833,Joe Soto,18,7,0,0,"65""",3.36,5.37,67.0,0.85,21.0,1.9,72.0
547,Joe Stevenson,31,14,0,0,"70""",2.05,2.44,60.0,2.75,44.0,2.2,68.888885
982,Joe Vedepo,11,5,0,0,,1.43,5.71,38.0,1.07,20.0,0.0,68.75
1445,Joey Beltran,15,9,0,1,"75""",4.92,5.27,54.0,0.48,18.0,0.0,60.0
3493,Joey Gomez,7,1,0,0,"71""",2.93,4.03,53.0,1.15,37.0,0.0,87.5
1805,John Albert,7,5,0,0,"68""",3.05,2.82,35.0,0.0,0.0,6.1,58.33333199999999
633,John Alessio,34,16,0,1,"72""",1.87,2.46,57.0,1.78,36.0,1.0,66.666664
1786,John Cholish,8,3,0,0,"72""",2.65,2.29,73.0,1.82,31.0,0.4,72.72726999999999
2126,John Cofer,7,4,0,0,"73""",2.73,3.43,62.0,1.22,50.0,0.0,63.636364
199,John Dodson,21,10,0,0,"66""",3.38,3.41,63.0,0.71,30.0,0.0,67.741936
1271,John Gunderson,32,12,2,0,"69""",1.04,1.71,58.0,1.67,33.0,2.0,69.565216
4426,John Gunther,7,2,0,0,"72""",1.65,3.72,46.0,7.08,42.0,0.0,77.77778
688,John Halverson,16,7,0,1,,2.94,5.29,47.0,0.0,0.0,2.0,66.666664
1053,John Hathaway,17,2,0,0,"75""",3.4,1.8,62.0,2.61,43.0,0.9,89.47369
1171,John Howard,23,12,0,0,"71""",2.15,3.08,51.0,2.7,49.0,0.4,65.71429
262,John Lewis,3,4,3,0,,0.0,4.0,66.0,0.0,0.0,0.0,30.0
175,John Lineker,31,8,0,0,"67""",5.22,3.95,56.0,0.52,60.0,0.6,79.48718000000001
1749,John Maguire,18,6,0,0,"69""",1.41,2.44,65.0,2.8,46.0,1.1,75.0
1511,John Makdessi,16,6,0,0,"68""",5.49,3.89,71.0,0.0,0.0,0.0,72.72726999999999
467,John Marsh,8,7,0,0,,0.83,2.23,40.0,0.43,100.0,0.4,53.33333199999999
2139,John Moraga,19,7,0,0,"66""",2.57,2.55,56.0,0.62,23.0,1.1,73.07692
4303,John Phillips,21,7,0,1,"75""",0.0,2.77,21.0,0.0,0.0,0.0,72.413795
1280,John Salter,8,2,0,0,"74""",1.68,1.68,68.0,2.85,46.0,0.5,80.0
1980,John Teixeira,14,1,1,0,,3.36,3.2,63.0,1.0,27.0,0.7,87.5
2860,Johnny Bedford,19,13,1,1,"71""",4.53,1.75,63.0,1.83,62.0,0.0,55.882355000000004
3215,Johnny Case,22,6,0,0,"72""",3.95,2.66,61.0,1.7,45.0,0.0,78.57143
1686,Johnny Eduardo,28,12,0,0,"71""",2.89,3.34,63.0,0.0,0.0,0.5,70.0
956,Johnny Rees,12,4,0,1,,3.29,0.84,47.0,1.15,25.0,0.0,70.588234
1168,Johny Hendricks,18,8,0,0,"69""",3.49,3.99,53.0,3.83,46.0,0.3,69.23076999999999
3171,Jon Delos Reyes,8,5,0,0,"67""",2.99,4.14,51.0,3.2,83.0,1.9,61.53846
496,Jon Fitch,27,5,1,1,"76""",2.61,1.65,54.0,3.6,51.0,0.8,79.411766
1060,Jon Jones,22,1,0,1,"84""",4.41,2.12,65.0,2.13,50.0,0.6,91.666664
831,Jon Koppenhaver,11,4,0,0,,2.32,3.17,43.0,1.16,50.0,0.0,73.333336
1247,Jon Madsen,7,1,0,0,"72""",2.46,1.18,81.0,1.32,71.0,0.0,87.5
1821,Jon Olav Einemo,6,3,0,0,,2.15,3.05,52.0,1.73,55.0,0.0,66.666664
2080,Jon Tuck,10,5,0,0,"73""",3.0,3.74,60.0,0.42,33.0,1.0,66.666664
1491,Jonathan Brookins,14,6,0,0,"73""",2.69,3.63,56.0,1.94,17.0,0.3,70.0
1019,Jonathan Goulet,23,12,0,1,"73""",1.61,2.0,46.0,4.17,70.0,0.6,63.88889
4558,Jonathan Martinez,9,2,0,0,,4.73,5.27,42.0,1.0,50.0,0.0,81.818184
416,Jonathan Wiezorek,11,2,0,0,,1.27,5.47,31.0,1.91,20.0,0.0,84.61539
3319,Jonathan Wilson,7,3,0,0,"75""",2.92,5.65,56.0,0.37,100.0,0.0,70.0
3528,Jonavin Webb,8,2,0,1,"71""",1.47,2.27,64.0,2.5,31.0,1.0,72.72726999999999
42,Jordan Johnson,10,0,0,0,"79""",3.45,2.64,53.0,3.25,42.0,1.2,100.0
2648,Jordan Mein,31,12,0,0,"73""",3.35,2.55,69.0,1.56,58.0,0.2,72.093025
844,Jordan Radev,23,5,0,0,,1.35,2.38,66.0,0.0,0.0,0.0,82.14286
106,Jordan Rinaldi,14,6,0,0,"72""",1.39,2.26,54.0,2.04,45.0,1.6,70.0
624,Jorge Gurgel,14,9,0,0,"69""",3.37,3.62,62.0,0.81,23.0,0.5,60.869564000000004
1701,Jorge Lopez,11,3,0,0,,2.47,2.57,50.0,3.5,41.0,0.0,78.57143
185,Jorge Masvidal,32,13,0,0,"74""",4.15,2.96,67.0,1.73,58.0,0.4,71.111115
388,Jorge Rivera,19,9,0,0,"73""",3.16,2.64,54.0,0.84,50.0,0.1,67.85714
589,Jorge Santiago,25,11,0,0,"74""",1.69,2.62,56.0,0.58,30.0,0.8,69.44444
3102,Jorge de Oliveira,7,2,0,0,"71""",1.26,4.84,48.0,0.0,0.0,0.0,77.77778
2161,Jose Aldo,27,4,0,0,"70""",3.51,2.94,67.0,0.73,68.0,0.2,87.09676999999999
3206,Jose Quinonez,8,2,0,0,"69""",3.26,2.32,68.0,2.88,50.0,1.0,80.0
4391,Jose Torres,8,1,0,0,"65""",4.37,9.84,50.0,1.28,33.0,0.0,88.888885
1574,Joseph Benavidez,25,5,0,0,"65""",3.44,2.5,64.0,1.26,27.0,0.7,83.333336
4589,Joseph Morales,9,2,0,0,"69""",1.58,1.72,60.0,0.53,50.0,2.6,81.818184
1836,Joseph Sandoval,6,2,0,0,,1.82,12.12,60.0,0.0,0.0,0.0,75.0
260,Josh Barnett,35,8,0,0,"78""",3.2,2.11,57.0,1.26,55.0,1.4,81.39535
1384,Josh Bryant,12,1,0,0,,1.1,6.1,43.0,0.0,0.0,0.0,92.30769000000001
2955,Josh Copeland,9,2,0,0,"75""",1.03,3.01,55.0,0.0,0.0,0.0,81.818184
169,Josh Emmett,13,2,0,0,"70""",3.89,3.64,63.0,1.9,52.0,0.2,86.666664
2001,Josh Ferguson,7,5,0,0,"66""",2.13,4.18,32.0,0.59,11.0,0.0,58.33333199999999
1516,Josh Grispi,14,5,0,0,"74""",1.44,3.71,50.0,1.97,36.0,2.2,73.68421
573,Josh Haynes,14,11,0,0,,1.25,4.03,52.0,0.94,18.0,0.0,56.0
602,Josh Koscheck,19,10,0,0,"73""",1.79,2.27,63.0,2.46,48.0,0.4,65.51724
524,Josh Neer,33,13,1,0,"72""",3.29,3.63,58.0,1.09,34.0,1.3,70.21276999999999
2967,Josh Samman,12,5,0,0,"79""",2.08,2.47,34.0,1.09,33.0,0.4,70.588234
2730,Josh Shockley,11,4,0,0,"74""",1.4,1.75,60.0,0.0,0.0,0.8,73.333336
3686,Josh Stansbury,8,5,0,0,"74""",3.22,3.54,54.0,0.0,0.0,1.0,61.53846
391,Josh Thomson,21,8,0,1,"71""",2.59,2.12,64.0,1.92,39.0,1.3,70.0
509,Joshua Burkman,29,17,0,1,"72""",2.69,3.13,51.0,2.53,36.0,0.3,61.702130000000004
2791,Joshua Sampo,11,5,0,0,"64""",1.99,2.96,55.0,1.06,33.0,2.1,68.75
2768,Juan Puig,11,4,0,0,"72""",4.91,7.17,51.0,0.0,0.0,0.0,73.333336
1034,Jules Bruchez,1,2,0,0,,0.69,5.52,46.0,0.0,0.0,0.0,33.333332
3556,Julian Erosa,22,7,0,0,"75""",4.91,5.2,45.0,1.64,60.0,1.1,75.86206999999999
4423,Julian Marquez,7,2,0,0,"75""",3.8,3.33,53.0,0.0,0.0,3.0,77.77778
3193,Juliana Lima,9,5,0,0,"65""",1.94,2.11,55.0,1.72,31.0,0.0,64.28571
2473,Julianna Pena,9,3,0,0,"69""",2.95,1.2,44.0,2.79,52.0,1.2,75.0
2486,Julie Kedzie,16,13,0,0,"64""",2.9,3.18,46.0,1.14,23.0,0.0,55.172413
4225,Julio Arce,15,3,0,0,"70""",4.41,2.45,67.0,0.3,16.0,0.9,83.333336
2587,Jumabieke Tuerxun,17,3,1,0,"67""",1.6,3.08,59.0,0.47,11.0,0.9,80.95238
1100,Junie Browning,4,5,0,0,,3.76,1.76,66.0,3.53,66.0,3.5,44.444443
81,Junior Albini,14,4,0,0,"74""",4.03,6.17,53.0,0.77,50.0,0.0,77.77778
1198,Junior Dos Santos,19,5,0,0,"77""",4.83,3.17,58.0,0.36,55.0,0.1,79.166664
2541,Junior Hernandez,14,6,0,0,"69""",2.72,5.51,64.0,0.0,0.0,0.0,70.0
2057,Jussier Formiga,22,5,0,0,"67""",1.34,2.17,65.0,1.86,37.0,0.7,81.48148
947,Justin Buchholz,12,6,0,0,"73""",2.35,4.14,51.0,0.0,0.0,0.8,66.666664
2058,Justin Edwards,9,5,0,0,"70""",2.68,3.32,51.0,2.14,26.0,1.0,64.28571
468,Justin Eilers,19,7,1,0,,1.78,6.56,47.0,0.0,0.0,0.0,70.37037
36,Justin Gaethje,19,2,0,0,"70""",8.53,10.54,53.0,0.0,0.0,0.0,90.47619
2968,Justin Jones,9,2,0,0,"78""",1.7,3.17,45.0,1.0,15.0,0.5,81.818184
1943,Justin Lawrence,5,2,0,0,"67""",3.84,2.83,67.0,0.72,28.0,0.0,71.42857
31,Justin Ledet,9,1,0,1,"80""",3.47,4.34,49.0,0.32,50.0,0.3,81.818184
557,Justin Levens,9,8,0,0,,0.37,3.49,40.0,0.0,0.0,2.8,52.941177
944,Justin McCully,10,5,2,0,"73""",1.58,2.02,46.0,1.28,44.0,0.0,58.823530000000005
1957,Justin Salas,12,7,0,0,"70""",3.42,2.96,68.0,2.43,20.0,0.0,63.15789399999999
2489,Justin Scoggins,11,5,0,0,"66""",3.56,2.16,55.0,3.42,63.0,0.5,68.75
64,Justin Willis,7,1,0,0,"78""",4.61,3.69,58.0,1.84,66.0,0.0,87.5
3887,Justine Kish,6,2,0,0,"64""",4.32,4.18,58.0,1.0,30.0,0.2,75.0
302,Jutaro Nakao,23,17,4,0,,0.53,1.06,44.0,0.38,50.0,0.0,52.272728
2278,KJ Noons,12,8,0,1,"72""",3.68,3.78,65.0,0.08,20.0,0.0,57.14285699999999
92,Kailin Curran,4,6,0,0,"65""",3.89,4.75,53.0,2.0,57.0,0.6,40.0
3168,Kajan Johnson,23,14,1,0,"75""",2.47,1.59,64.0,1.54,37.0,0.2,60.526318
577,Kalib Starnes,12,7,1,0,"74""",2.71,4.43,53.0,1.46,33.0,0.6,60.0
153,Kalindra Faria,18,8,1,0,,2.23,1.44,45.0,1.31,66.0,0.7,66.666664
1567,Kamal Shalorus,7,3,2,0,"68""",3.06,2.99,70.0,2.07,50.0,0.0,58.33333199999999
16,Kamaru Usman,13,1,0,0,"76""",3.64,1.46,63.0,3.85,47.0,0.3,92.85714
4571,Karl Roberson,7,1,0,0,"74""",2.53,1.39,73.0,1.9,75.0,1.3,87.5
1397,Karlos Vemola,10,4,0,0,"75""",1.67,2.13,37.0,1.93,25.0,1.7,71.42857
407,Karo Parisyan,19,8,0,1,"72""",2.49,2.19,58.0,5.27,59.0,1.0,67.85714
3461,Karolina Kowalkiewicz,13,3,0,0,"64""",5.76,5.16,56.0,0.14,14.0,0.0,81.25
3707,Katlyn Chookagian,11,1,0,0,"68""",4.03,3.97,64.0,0.0,0.0,0.2,91.666664
247,Katsuhisa Fujii,9,18,1,0,,4.0,4.43,64.0,2.14,25.0,2.1,32.142857
2868,Katsunori Kikuno,23,8,2,0,"66""",2.64,2.47,61.0,1.88,75.0,0.8,69.69697
2871,Kazuki Tokudome,12,6,1,0,"73""",2.26,3.63,53.0,2.0,38.0,0.0,63.15789399999999
667,Keita Nakamura,33,9,2,1,"73""",2.21,3.46,58.0,2.0,55.0,0.4,73.333336
3893,Keith Berish,5,1,0,1,"73""",3.58,4.81,62.0,1.76,40.0,0.0,71.42857
536,Keith Jardine,17,10,2,0,"76""",3.25,2.98,59.0,1.18,45.0,0.7,58.62069
400,Keith Rockel,12,4,1,0,,1.13,0.21,66.0,4.63,75.0,4.6,70.588234
519,Keith Wisniewski,28,13,1,0,"75""",2.32,4.86,42.0,1.57,40.0,0.3,66.666664
71,Kelvin Gastelum,16,3,0,1,"71""",3.86,2.87,61.0,0.82,50.0,0.2,80.0
206,Ken Shamrock,28,16,2,0,"72""",1.47,4.3,39.0,0.94,60.0,2.5,60.869564000000004
1697,Ken Stone,11,4,0,0,"71""",3.85,2.9,48.0,1.24,33.0,0.6,73.333336
627,Kendall Grove,13,10,0,1,"79""",2.31,2.4,54.0,0.49,45.0,1.7,54.16666800000001
508,Kenny Florian,14,6,0,0,"74""",2.41,1.85,63.0,2.22,33.0,1.3,70.0
1542,Kenny Robertson,15,5,0,0,"74""",3.72,3.02,52.0,1.37,26.0,0.8,75.0
511,Kerry Schall,23,12,0,1,,0.94,4.84,63.0,0.0,0.0,0.0,63.88889
124,Ketlen Vieira,10,0,0,0,"68""",2.62,3.69,56.0,2.21,57.0,0.8,100.0
925,Kevin Burns,9,5,0,0,"74""",2.74,4.3,52.0,0.28,50.0,0.8,64.28571
2232,Kevin Casey,9,5,1,2,"77""",2.27,3.76,46.0,0.79,22.0,0.4,52.941177
4484,Kevin Holland,13,4,0,0,"81""",3.8,3.03,56.0,0.0,0.0,0.5,76.47059
150,Kevin Lee,17,3,0,0,"77""",4.06,2.96,52.0,3.33,42.0,1.1,85.0
