,fighter2,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,reach_fighter2,SLpM_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,Sub_Avg_fighter2,win%_fighter2
1453,Claude Patrick,14,2,0,0,"75""",1.8,0.89,69.0,2.32,53.0,1.7,87.5
14,Claudia Gadelha,16,3,0,0,"63""",3.23,4.47,57.0,3.94,52.0,1.0,84.210526
3838,Claudio Puelles,9,2,0,0,"72""",2.33,6.53,49.0,2.33,23.0,0.8,81.818184
4373,Claudio Silva,12,1,0,0,"71""",2.55,2.32,45.0,3.04,25.0,0.9,92.30769000000001
2825,Clay Collard,14,7,0,1,"73""",4.22,5.0,50.0,2.81,39.0,0.5,63.636364
641,Clay Guida,34,15,0,0,"70""",2.33,2.39,65.0,3.43,37.0,0.7,69.38776
1619,Clay Harvison,9,3,0,0,"74""",3.29,3.91,58.0,0.66,100.0,1.3,75.0
1743,Clifford Starks,8,2,0,0,"77""",1.94,2.49,58.0,1.94,100.0,0.0,80.0
2235,Clint Hester,11,6,0,0,"77""",3.36,3.44,56.0,1.02,35.0,0.0,64.70588000000001
2116,Cody Donovan,8,5,0,0,"74""",5.61,5.44,45.0,1.67,28.0,1.7,61.53846
3602,Cody East,12,3,0,0,"74""",4.15,7.32,40.0,3.97,100.0,0.0,80.0
3246,Cody Garbrandt,11,2,0,0,"65""",3.48,3.43,66.0,1.0,33.0,0.0,84.61539
2576,Cody Gibson,12,6,0,0,"71""",2.47,2.54,63.0,1.85,38.0,0.4,66.666664
1694,Cody McKenzie,14,4,0,0,"72""",1.74,2.5,67.0,2.5,25.0,2.5,77.77778
3059,Cody Pfister,12,6,1,0,"73""",1.41,2.8,51.0,2.82,30.0,0.0,63.15789399999999
4297,Cody Stamann,17,2,0,0,"64""",4.97,3.45,62.0,4.19,71.0,0.0,89.47369
2820,Colby Covington,14,1,0,0,"72""",3.26,2.2,57.0,5.63,51.0,0.2,93.333336
1610,Cole Escovedo,17,8,0,0,"72""",1.82,4.85,45.0,0.55,40.0,0.0,68.0
945,Cole Miller,21,11,0,1,"74""",3.0,3.88,59.0,0.6,36.0,1.8,63.636364
2110,Colin Fletcher,9,3,0,0,"78""",3.1,2.97,62.0,0.0,0.0,0.0,75.0
2747,Colton Smith,6,4,0,0,"71""",1.64,2.3,51.0,4.09,36.0,1.4,60.0
2223,Conor McGregor,21,4,0,0,"74""",5.27,4.43,55.0,0.75,62.0,0.0,84.0
3337,Corey Anderson,12,4,0,0,"79""",4.55,2.2,59.0,5.48,52.0,0.0,75.0
863,Corey Hill,4,4,0,0,"80""",3.57,1.61,70.0,3.02,80.0,0.0,50.0
3421,Cortney Casey,8,6,0,0,"67""",4.8,4.63,52.0,0.4,30.0,0.5,57.14285699999999
4239,Cory Sandhagen,9,1,0,0,"70""",9.85,2.77,64.0,1.01,100.0,0.0,90.0
615,Cory Walmsley,8,2,0,0,,0.79,1.18,50.0,0.0,0.0,0.0,80.0
1658,Costas Philippou,13,5,0,1,"73""",2.19,2.73,54.0,0.4,42.0,0.3,68.42105
203,Court McGee,20,7,0,0,"75""",4.72,3.43,63.0,1.98,24.0,0.5,74.07406999999999
603,Crafton Wallace,18,6,1,0,,1.55,2.36,47.0,0.0,0.0,0.0,72.0
4370,Craig White,14,9,0,0,"76""",1.23,3.28,39.0,0.0,0.0,0.8,60.869564000000004
3620,Cris Cyborg,20,1,0,1,"68""",7.02,1.79,70.0,0.85,62.0,0.3,90.90909
1946,Cristiano Marcello,13,6,0,0,"72""",2.56,3.61,58.0,0.44,11.0,0.9,68.42105
1822,Cub Swanson,25,10,0,0,"70""",4.16,3.28,62.0,1.17,52.0,0.5,71.42857
2813,Cung Le,9,3,0,0,"69""",4.36,2.98,66.0,1.37,71.0,0.3,75.0
1553,Curt Warburton,7,3,0,0,"73""",2.13,3.44,43.0,2.35,50.0,0.9,70.0
3571,Curtis Blaydes,10,1,0,1,"80""",4.2,2.26,56.0,6.82,57.0,0.0,83.333336
4266,Curtis Millender,16,3,0,0,"76""",3.55,3.04,61.0,0.81,100.0,0.0,84.210526
425,Curtis Stout,11,12,1,0,,0.69,3.2,29.0,0.0,0.0,0.0,45.833332
5,Cynthia Calvillo,7,1,0,0,"64""",3.41,3.1,66.0,2.02,53.0,2.6,87.5
3580,Cyril Asker,9,4,0,0,"74""",3.35,5.82,35.0,4.41,62.0,0.9,69.23076999999999
1363,Cyrille Diabate,20,10,3,0,"81""",4.06,1.78,60.0,1.17,83.0,0.2,60.60606
1145,DaMarques Johnson,18,12,0,0,"75""",2.11,3.75,51.0,1.18,55.0,0.7,60.0
243,Daiju Takase,9,13,2,0,,0.49,1.64,47.0,0.84,17.0,1.2,37.5
1026,Dale Hartt,6,3,0,0,"69""",1.14,1.55,66.0,1.22,100.0,2.5,66.666664
3830,Damian Stasiak,10,6,0,0,"70""",1.86,3.1,52.0,2.64,35.0,0.6,62.5
4135,Damien Brown,17,12,0,0,"68""",3.66,4.86,50.0,0.68,27.0,0.7,58.62069
4460,Damir Hadzovic,12,4,0,0,"70""",2.65,2.9,65.0,0.0,0.0,0.3,75.0
2837,Damon Jackson,9,1,1,1,"71""",2.71,3.9,43.0,1.77,20.0,0.0,75.0
833,Dan Barrera,3,1,0,0,,0.8,1.2,28.0,1.0,8.0,0.0,75.0
1078,Dan Hardy,25,10,0,1,"74""",2.46,3.44,51.0,0.73,35.0,0.4,69.44444
784,Dan Henderson,32,15,0,0,"74""",2.44,2.7,51.0,1.52,52.0,0.3,68.08510600000001
2739,Dan Hooker,18,7,0,0,"75""",4.02,4.38,56.0,0.54,42.0,0.5,72.0
4404,Dan Ige,9,2,0,0,"71""",3.9,3.18,64.0,3.08,30.0,1.5,81.818184
1268,Dan Lauzon,15,4,0,0,,1.34,4.09,61.0,1.63,33.0,2.7,78.947365
987,Dan Miller,14,8,0,1,"74""",2.03,3.06,49.0,1.67,54.0,1.8,60.869564000000004
4326,Dan Moret,13,4,0,0,"73""",3.34,5.18,52.0,0.0,0.0,0.0,76.47059
2570,Daniel Cormier,22,1,0,1,"72""",3.84,2.46,58.0,2.04,45.0,0.5,91.666664
3333,Daniel Jolly,5,2,0,0,"75""",1.32,3.39,44.0,2.83,33.0,0.0,71.42857
3155,Daniel Kelly,13,4,0,0,"70""",3.62,4.64,61.0,1.86,34.0,0.3,76.47059
50,Daniel Omielanczuk,19,8,1,1,"74""",3.09,3.29,47.0,0.56,26.0,0.1,65.51724
1835,Daniel Pineda,18,11,0,0,"69""",2.99,2.51,47.0,1.46,25.0,2.0,62.068966
1396,Daniel Roberts,12,4,0,0,"74""",0.73,2.27,46.0,2.46,44.0,2.5,75.0
2141,Daniel Sarafian,10,6,0,0,"73""",2.23,3.1,58.0,0.36,7.0,0.7,62.5
137,Daniel Spitz,6,2,0,0,"82""",2.88,4.77,51.0,1.18,66.0,0.0,75.0
2769,Daniel Spohn,15,6,0,0,"79""",2.42,1.6,53.0,0.0,0.0,2.5,71.42857
4215,Danielle Taylor,9,4,0,0,"60""",2.75,3.31,71.0,0.2,20.0,0.2,69.23076999999999
1559,Danny Castillo,17,10,0,0,"71""",2.57,1.96,62.0,2.95,38.0,0.2,62.962963
68,Danny Henry,12,2,0,0,"73""",6.07,4.6,45.0,0.96,33.0,2.9,85.71429
2551,Danny Martinez,18,7,0,0,"67""",2.73,3.77,63.0,3.0,45.0,0.0,72.0
2595,Danny Mitchell,14,6,1,0,"74""",2.53,2.53,52.0,0.0,0.0,3.0,66.666664
3433,Danny Roberts,16,3,0,0,"74""",3.71,3.44,55.0,0.0,0.0,0.5,84.210526
933,Dante Rivera,15,6,0,0,,2.27,4.0,25.0,0.0,0.0,0.0,71.42857
2104,Daron Cruickshank,16,8,0,1,"72""",2.88,2.98,57.0,2.04,41.0,0.2,64.0
3259,Darrell Montague,13,5,0,0,"67""",1.92,5.38,52.0,0.72,25.0,1.4,72.22222
1,Darren Elkins,25,7,0,0,"71""",3.36,2.83,53.0,2.68,35.0,1.3,78.125
205,Darren Stewart,9,3,0,1,"74""",3.21,3.09,54.0,2.14,42.0,0.0,69.23076999999999
111,Darren Till,17,1,1,0,"74""",2.39,2.98,61.0,0.5,33.0,0.0,89.47369
1759,Darren Uyenoyama,8,5,0,0,"64""",1.34,2.21,66.0,1.42,33.0,0.7,61.53846
2856,Dashon Johnson,9,2,0,0,"70""",1.01,3.83,35.0,0.85,33.0,0.8,81.818184
1625,Dave Herman,21,6,0,0,"76""",4.98,3.78,48.0,1.49,100.0,0.0,77.77778
249,Dave Menne,44,16,2,0,,1.84,1.99,42.0,0.46,50.0,2.5,70.96774
364,Dave Strasser,25,8,4,0,,3.04,1.88,59.0,0.72,33.0,0.0,67.567566
2474,Davey Grant,10,4,0,0,"69""",3.6,1.41,68.0,1.25,30.0,0.0,71.42857
4185,Davi Ramos,9,2,0,0,"70""",3.12,2.72,56.0,3.28,58.0,1.4,81.818184
220,David Abbott,10,14,0,0,,1.35,3.55,38.0,1.07,33.0,0.0,41.666668
1435,David Branch,22,5,0,0,"78""",1.67,1.89,56.0,2.58,32.0,0.0,81.48148
725,David Heath,16,7,0,0,"72""",1.48,5.16,49.0,0.33,50.0,1.0,69.565216
1032,David Kaplan,3,4,0,0,,2.88,4.32,67.0,4.88,43.0,0.7,42.857143
728,David Lee,9,7,0,0,,1.49,3.31,42.0,0.0,0.0,0.0,56.25
369,David Loiseau,20,10,0,0,"76""",1.59,3.64,43.0,0.43,42.0,0.1,66.666664
2686,David Michaud,8,2,0,0,"72""",3.25,4.45,54.0,2.53,58.0,0.7,80.0
2411,David Mitchell,12,4,0,0,"76""",1.74,2.06,55.0,0.66,50.0,2.0,75.0
429,David Terrell,6,2,0,0,,2.34,2.71,37.0,5.54,50.0,5.5,75.0
4387,David Teymur,8,1,0,0,"73""",4.72,3.41,55.0,1.04,33.0,0.0,88.888885
937,Dean Lister,11,7,0,0,"75""",1.26,1.89,61.0,1.58,15.0,1.1,61.11111
180,Deiveson Figueiredo,15,0,0,0,"68""",2.25,1.62,54.0,2.46,53.0,3.9,100.0
1539,Demetrious Johnson,27,3,1,0,"66""",3.43,1.66,67.0,3.35,56.0,0.5,87.09676999999999
171,Demian Maia,25,9,0,0,"72""",1.78,1.95,64.0,2.5,25.0,1.0,73.52941
1051,Denis Kang,34,15,2,2,"77""",2.27,1.65,67.0,2.51,65.0,1.2,64.15094
1142,Denis Stojnic,9,3,0,1,,1.51,6.06,36.0,0.0,0.0,1.0,69.23076999999999
72,Dennis Bermudez,17,9,0,0,"66""",4.44,3.2,59.0,3.8,38.0,1.0,65.38461
280,Dennis Hallman,67,14,2,1,"72""",1.12,1.96,43.0,1.79,30.0,2.1,79.7619
730,Dennis Siver,23,11,0,1,"70""",3.87,2.67,65.0,0.87,32.0,0.3,65.71429
170,Derek Brunson,18,7,0,0,"77""",3.03,2.55,50.0,2.74,28.0,0.6,72.0
3514,Derrick Lewis,21,6,0,1,"79""",2.76,2.3,44.0,0.49,23.0,0.0,75.0
562,Derrick Noble,26,15,1,0,,6.21,3.79,59.0,0.0,0.0,0.0,61.904762
4242,Desmond Green,21,8,0,0,"73""",3.21,2.21,71.0,1.0,35.0,0.0,72.413795
3712,Devin Clark,9,2,0,0,"75""",3.35,2.81,41.0,3.36,48.0,0.3,81.818184
4122,Devin Powell,9,4,0,0,"73""",2.88,3.67,51.0,0.0,0.0,0.6,69.23076999999999
4588,Devonte Smith,9,1,0,0,"76""",12.94,5.78,55.0,0.0,0.0,0.0,90.0
2931,Dhiego Lima,14,7,0,0,"74""",2.54,2.88,50.0,2.22,66.0,1.5,66.666664
1798,Diego Brandao,24,11,0,0,"68""",2.94,3.38,62.0,3.21,68.0,0.6,68.57143
2836,Diego Ferreira,13,2,0,0,"74""",3.86,3.08,53.0,0.35,11.0,1.0,86.666664
1518,Diego Nunes,18,4,0,0,"67""",2.72,2.59,58.0,1.18,44.0,0.6,81.818184
104,Diego Rivas,7,2,0,0,"69""",1.37,2.14,52.0,1.79,60.0,0.9,77.77778
453,Diego Sanchez,30,11,0,0,"72""",2.76,2.91,57.0,1.52,22.0,0.9,73.17073
808,Diego Saraiva,21,16,1,0,,1.64,3.58,62.0,1.33,40.0,0.7,55.26315699999999
3299,Dileno Lopes,19,3,0,0,"65""",2.37,3.33,53.0,2.5,31.0,1.5,86.36364
286,Din Thomas,25,8,0,1,,1.85,2.6,59.0,1.38,52.0,1.2,73.52941
3723,Dmitrii Smoliakov,8,2,0,0,"74""",1.63,3.35,56.0,0.0,0.0,0.0,80.0
655,Dokonjonosuke Mishima,20,7,2,0,,1.06,1.22,52.0,2.47,40.0,1.4,68.965515
3258,Dominic Waters,9,5,0,0,"79""",0.48,2.53,39.0,4.07,52.0,0.0,64.28571
4172,Dominick Reyes,10,0,0,0,"77""",6.49,2.22,51.0,0.68,25.0,0.7,100.0
3295,Dominique Steele,14,9,0,0,"74""",2.32,2.42,50.0,2.95,42.0,0.0,60.869564000000004
212,Don Frye,20,9,1,1,,2.87,3.57,37.0,0.91,57.0,0.7,64.51613
4565,Don Madge,8,3,1,0,"72""",4.01,0.96,66.0,0.0,0.0,2.9,66.666664
86,Donald Cerrone,34,11,0,1,"73""",4.09,4.02,54.0,1.28,34.0,1.4,73.91304000000001
916,Dong Hyun Kim,22,4,1,1,"76""",2.12,1.89,58.0,2.93,43.0,0.6,78.57143
3652,Dong Hyun Kim 155,16,8,3,0,"70""",3.77,4.53,53.0,1.67,60.0,0.0,59.25926
1468,Dongi Yang,13,3,0,0,"71""",3.55,3.21,63.0,1.7,41.0,0.5,81.25
3897,Dooho Choi,14,3,0,0,"70""",5.64,6.26,54.0,0.55,20.0,0.0,82.35294
52,Douglas Silva de Andrade,25,2,0,1,"68""",3.92,4.08,61.0,0.89,57.0,0.0,89.28571
39,Drakkar Klose,9,1,1,0,"70""",3.35,2.63,63.0,2.0,40.0,0.0,81.818184
94,Drew Dober,20,8,0,1,"70""",4.45,4.17,54.0,1.07,17.0,0.1,68.965515
482,Drew Fickett,41,16,0,0,"70""",2.33,2.29,57.0,1.3,35.0,2.2,71.929825
653,Drew McFedries,10,6,0,0,"72""",5.13,4.56,52.0,1.42,100.0,0.7,62.5
367,Duane Ludwig,29,14,0,0,"70""",4.61,3.04,57.0,0.43,25.0,0.1,67.441864
631,Dustin Hazelett,12,7,0,0,"76""",2.24,3.51,46.0,0.55,50.0,4.1,63.15789399999999
2170,Dustin Kimura,12,3,0,0,"71""",1.33,3.82,51.0,0.93,37.0,2.2,80.0
2459,Dustin Ortiz,19,7,0,0,"65""",2.91,2.24,56.0,3.01,35.0,0.1,73.07692
1956,Dustin Pague,11,10,0,0,"74""",1.65,2.96,41.0,1.03,44.0,2.6,52.38095
193,Dustin Poirier,24,5,0,1,"72""",5.59,3.69,56.0,1.75,41.0,1.3,80.0
3157,Dylan Andrews,18,8,0,1,"73""",2.21,2.72,46.0,2.83,50.0,0.4,66.666664
234,Ebenezer Fontes Braga,13,7,2,0,,2.42,0.42,71.0,0.0,0.0,0.6,59.090908
45,Ed Herman,24,14,0,1,"77""",3.18,3.05,44.0,2.41,51.0,1.3,61.53846
3483,Eddie Alvarez,29,6,0,1,"69""",4.32,4.39,55.0,2.92,36.0,0.5,80.55556
2763,Eddie Gordon,8,4,0,0,"76""",2.03,2.57,60.0,1.93,83.0,0.0,66.666664
623,Eddie Sanchez,13,5,0,0,"74""",3.45,3.3,43.0,1.13,26.0,0.0,72.22222
2133,Eddie Wineland,23,13,1,0,"69""",3.21,3.41,70.0,0.29,33.0,0.1,62.162163
1709,Eddie Yagin,16,5,1,0,,3.13,5.77,42.0,0.0,0.0,1.0,72.72726999999999
1150,Edgar Garcia,14,5,0,0,"71""",3.16,4.23,60.0,2.21,57.0,0.6,73.68421
731,Edilberto de Oliveira,20,8,2,0,,4.12,6.79,61.0,0.0,0.0,0.0,66.666664
1813,Ednaldo Oliveira,13,2,1,1,"79""",1.03,1.8,52.0,0.0,0.0,0.0,76.47059
1488,Edson Barboza,19,6,0,0,"75""",3.64,4.0,60.0,0.49,50.0,0.1,76.0
389,Edwin DeWees,37,15,0,1,,1.53,6.19,39.0,2.18,66.0,3.3,69.81132
1677,Edwin Figueroa,9,4,0,0,"69""",2.57,3.06,51.0,0.2,100.0,0.6,69.23076999999999
1202,Efrain Escudero,25,11,0,0,"70""",2.92,2.3,63.0,1.31,40.0,0.8,69.44444
1864,Eiji Mitsuoka,18,9,2,0,,1.49,2.26,45.0,2.3,36.0,1.6,62.068966
2388,Elias Silverio,11,2,0,0,"73""",3.67,2.97,51.0,1.62,38.0,0.2,84.61539
2898,Elias Theodorou,16,2,0,0,"75""",3.93,1.99,55.0,1.58,30.0,0.0,88.888885
1119,Eliot Marshall,10,4,0,0,"77""",1.93,2.39,67.0,0.47,33.0,0.9,71.42857
2726,Elizabeth Phillips,5,4,0,0,"65""",2.6,3.07,58.0,0.75,25.0,0.2,55.55555699999999
75,Elizeu Zaleski dos Santos,20,5,0,0,"73""",4.33,2.95,62.0,0.36,10.0,0.5,80.0
3494,Elvis Mutapcic,15,5,1,0,"72""",3.41,4.27,38.0,0.0,0.0,0.0,71.42857
275,Elvis Sinosic,7,11,2,0,"77""",1.13,4.6,53.0,0.0,0.0,1.2,35.0
3899,Emil Meek,9,4,1,1,"74""",2.24,2.64,32.0,0.33,50.0,1.3,60.0
2981,Emily Peters Kagan,3,3,0,0,"66""",2.6,5.29,38.0,1.86,14.0,0.0,50.0
4160,Emily Whitmire,3,2,0,0,"63""",3.6,3.02,57.0,0.87,50.0,0.0,60.0
3405,Enrique Barzola,16,3,1,0,"70""",3.52,2.26,69.0,6.17,52.0,0.3,80.0
3404,Enrique Marin,9,4,0,0,"74""",1.43,3.0,50.0,2.5,38.0,1.0,69.23076999999999
981,Eric Schafer,14,7,2,0,"75""",1.89,3.38,56.0,1.81,36.0,1.8,60.869564000000004
93,Eric Shelton,12,5,0,0,"68""",2.75,1.63,65.0,3.4,51.0,0.2,70.588234
3708,Eric Spicely,10,5,0,0,"73""",2.01,3.02,58.0,1.95,20.0,1.5,66.666664
1890,Eric Wisely,19,8,1,0,,1.42,2.08,56.0,0.0,0.0,0.9,67.85714
3798,Erick Montano,8,5,0,0,"73""",2.79,2.06,64.0,2.29,36.0,0.0,61.53846
1687,Erick Silva,19,9,0,1,"74""",2.5,4.18,49.0,0.85,35.0,1.4,65.51724
1692,Erik Koch,15,6,0,0,"71""",2.32,2.98,45.0,0.64,50.0,1.1,71.42857
2029,Erik Perez,17,6,0,0,"68""",3.16,2.09,66.0,3.16,55.0,0.2,73.91304000000001
2579,Ernest Chavez,8,2,0,0,"70""",2.79,3.89,59.0,0.89,33.0,0.0,80.0
4178,Eryk Anders,11,2,0,0,"75""",2.87,3.43,45.0,2.48,42.0,0.2,84.61539
2646,Estevan Payan,14,6,0,1,"72""",4.25,3.58,57.0,0.36,100.0,0.4,66.666664
252,Eugene Jackson,15,9,1,0,,2.19,3.44,32.0,1.91,71.0,2.3,60.0
1084,Evan Dunham,18,8,1,0,"70""",5.35,3.54,61.0,1.83,33.0,1.0,66.666664
269,Evan Tanner,32,8,0,0,"74""",3.05,2.64,56.0,2.55,43.0,1.3,80.0
274,Fabiano Iha,9,5,0,0,,1.73,2.49,42.0,2.88,40.0,2.9,64.28571
1614,Fabio Maldonado,22,9,0,0,"75""",5.29,4.31,53.0,0.44,57.0,0.6,70.96774
1315,Fabricio Camoes,14,9,1,0,"73""",1.29,1.85,61.0,2.34,32.0,1.5,58.33333199999999
49,Fabricio Werdum,23,8,1,0,"77""",3.61,2.45,56.0,1.65,30.0,1.1,71.875
395,Falaniko Vitale,29,10,0,0,,1.88,3.68,47.0,0.72,33.0,0.0,74.35897
3129,Felice Herrig,14,8,0,0,"65""",3.69,4.89,50.0,1.2,30.0,0.9,63.636364
1688,Felipe Arantes,18,10,1,2,"73""",2.37,2.66,64.0,0.93,47.0,0.7,58.06451800000001
3765,Felipe Silva,8,2,0,0,"77""",5.4,1.8,59.0,1.0,100.0,0.0,80.0
3298,Fernando Bruno,16,4,0,0,"70""",1.75,1.78,48.0,2.02,22.0,0.5,80.0
3578,Filip Pejic,10,2,1,0,"70""",0.0,0.88,33.0,0.0,0.0,0.0,76.92308
452,Forrest Griffin,19,7,0,0,"77""",4.38,2.81,61.0,1.05,48.0,0.7,73.07692
634,Forrest Petz,24,9,0,0,"71""",2.27,2.2,57.0,1.3,100.0,0.0,72.72726999999999
3187,Francimar Barroso,19,7,0,1,"75""",2.77,3.07,59.0,2.22,24.0,0.0,70.37037
1742,Francis Carmont,23,10,0,0,"78""",2.22,1.64,59.0,1.79,36.0,0.6,69.69697
4162,Francis Ngannou,11,3,0,0,"83""",1.79,1.95,47.0,0.0,0.0,0.5,78.57143
1621,Francisco Rivera,11,7,0,1,"68""",4.07,3.16,68.0,1.01,63.0,0.6,57.894737
3363,Francisco Trevino,12,2,0,0,"70""",2.65,2.42,64.0,0.97,22.0,0.0,85.71429
1979,Francisco Trinaldo,23,6,0,0,"70""",3.27,2.47,60.0,1.17,45.0,0.5,79.31035
4231,Frank Camacho,21,7,0,0,"73""",6.23,7.82,52.0,1.46,45.0,0.0,75.0
1152,Frank Lester,6,6,0,1,,2.18,3.82,53.0,0.0,0.0,0.0,46.153847
300,Frank Mir,18,11,0,0,"79""",2.18,3.84,38.0,2.02,40.0,2.0,62.068966
226,Frank Shamrock,22,11,2,0,,4.75,4.66,57.0,0.35,50.0,1.1,62.85714300000001
462,Frank Trigg,21,9,0,0,"71""",2.79,1.9,56.0,2.35,47.0,0.8,70.0
824,Frankie Edgar,22,6,1,0,"68""",3.59,2.22,70.0,2.47,33.0,0.4,75.86206999999999
83,Frankie Perez,10,4,0,0,"73""",1.64,2.17,54.0,1.75,41.0,0.3,71.42857
2812,Frankie Saenz,13,5,0,0,"66""",3.99,3.09,54.0,1.8,32.0,0.1,72.22222
3103,Fredy Serrano,3,2,0,0,"65""",1.58,1.89,61.0,2.84,25.0,0.0,60.0
619,Gabe Ruediger,17,7,0,0,,1.7,5.16,41.0,2.04,11.0,0.0,70.833336
2946,Gabriel Benitez,21,7,0,0,"71""",4.23,2.6,73.0,0.23,100.0,1.6,75.0
513,Gabriel Gonzaga,17,11,0,0,"76""",2.12,2.94,57.0,2.8,39.0,1.1,60.714287
19,Gadzhimurad Antigulov,20,5,0,0,"70""",1.78,5.45,21.0,9.51,50.0,3.8,80.0
4193,Galore Bofando,5,3,0,0,"72""",3.63,3.63,54.0,2.37,100.0,0.0,62.5
336,Gan McGee,13,5,0,0,,2.2,2.31,59.0,0.65,25.0,0.0,72.22222
2413,Garett Whiteley,8,3,0,0,"72""",3.72,4.04,46.0,0.0,0.0,0.9,72.72726999999999
3612,Garreth McLellan,13,6,0,0,"72""",3.56,2.94,45.0,1.15,22.0,0.9,68.42105
208,Gary Goodridge,23,22,1,0,,1.84,2.14,48.0,0.4,100.0,0.8,50.0
2891,Gasan Umalatov,15,5,1,0,"71""",2.23,4.1,59.0,0.75,17.0,0.0,71.42857
126,Gavin Tucker,10,1,0,0,"66""",2.6,5.07,53.0,0.5,20.0,0.5,90.90909
3444,Geane Herrera,9,3,0,0,"66""",1.51,5.07,52.0,0.83,37.0,0.6,75.0
2214,Gegard Mousasi,42,6,2,0,"76""",3.75,1.21,68.0,1.59,60.0,1.1,84.0
4270,Geoff Neal,10,2,0,0,"75""",7.74,3.06,63.0,0.0,0.0,1.4,83.333336
1130,George Roop,15,13,1,0,"72""",3.43,2.47,60.0,1.05,57.0,0.1,51.724136
894,George Sotiropoulos,14,6,0,0,"71""",2.61,2.52,67.0,2.32,31.0,1.6,70.0
2543,George Sullivan,17,7,0,1,"73""",3.53,2.42,57.0,1.37,20.0,0.7,68.0
424,Georges St-Pierre,26,2,0,0,"76""",3.78,1.4,72.0,4.16,74.0,1.1,92.85714
1332,Gerald Harris,19,4,0,0,"77""",1.41,1.58,62.0,2.96,54.0,0.0,82.608696
55,Gerald Meerschaert,28,9,0,0,"77""",3.96,3.59,52.0,3.0,42.0,2.0,75.675674
2329,Germaine de Randamie,8,3,0,0,"71""",3.13,2.16,67.0,0.0,0.0,0.2,72.72726999999999
73,Gian Villante,17,10,0,0,"76""",4.25,5.31,56.0,0.53,23.0,0.0,62.962963
448,Gideon Ray,17,14,1,0,,2.08,2.58,53.0,1.49,100.0,0.0,53.125
379,Gil Castillo,8,5,0,0,,0.6,2.22,44.0,3.33,45.0,0.0,61.53846
534,Gilbert Aldana,6,2,0,0,,2.91,6.26,26.0,2.57,40.0,0.0,75.0
2915,Gilbert Burns,13,3,0,0,"71""",2.75,3.57,57.0,2.23,36.0,0.9,81.25
2962,Gilbert Melendez,22,7,0,0,"73""",3.51,2.35,64.0,1.7,42.0,0.2,75.86206999999999
1266,Gilbert Yvel,36,16,1,1,"77""",1.05,1.78,50.0,0.0,0.0,1.0,66.666664
4378,Gillian Robertson,5,3,0,0,"63""",2.11,2.11,62.0,4.23,50.0,2.1,62.5
3977,Gina Mazany,5,2,0,0,"68""",2.43,2.21,50.0,3.36,77.0,0.0,71.42857
3601,Glaico Franca,14,5,0,0,"77""",2.35,3.46,47.0,2.68,42.0,0.3,73.68421
747,Gleison Tibau,40,14,0,0,"71""",1.95,2.51,63.0,4.08,53.0,0.8,74.07406999999999
2151,Glover Teixeira,27,7,0,0,"76""",3.5,3.57,56.0,2.16,46.0,0.8,79.411766
2455,Godofredo Pepey,14,6,0,0,"73""",2.32,3.23,47.0,0.37,7.0,1.5,70.0
4434,Gokhan Saki,1,2,0,0,"73""",7.09,4.57,53.0,0.0,0.0,0.0,33.333332
909,Goran Reljic,9,3,0,0,"81""",1.69,2.69,59.0,1.69,50.0,1.1,75.0
799,Gray Maynard,14,8,1,1,"70""",1.92,2.64,66.0,2.91,47.0,0.7,58.33333199999999
1427,Greg Soto,8,2,0,0,"73""",3.21,2.61,52.0,1.49,27.0,1.0,80.0
133,Gregor Gillespie,12,0,0,0,"71""",3.19,2.28,56.0,7.01,47.0,1.2,100.0
4,Guido Cannetti,8,5,0,0,"68""",2.8,1.95,51.0,2.8,50.0,0.3,61.53846
2760,Guilherme Vasconcelos,3,2,0,0,"74""",3.27,4.4,70.0,0.0,0.0,0.0,60.0
59,Gunnar Nelson,16,3,1,0,"72""",2.01,3.7,51.0,1.64,62.0,1.1,80.0
2764,Guto Inocente,6,4,0,0,"77""",4.13,2.92,54.0,0.67,33.0,0.7,60.0
178,Hacran Dias,23,6,1,0,"69""",2.08,3.31,55.0,2.5,39.0,0.5,76.666664
4472,Hakeem Dawodu,8,1,1,0,"73""",4.98,1.6,65.0,0.0,0.0,0.0,80.0
4583,Hannah Cifers,8,3,0,0,"63""",5.84,9.69,29.0,0.0,0.0,0.0,72.72726999999999
2617,Hans Stringer,22,7,3,0,"73""",3.16,2.84,41.0,2.4,36.0,0.0,68.75
1737,Hatsu Hioki,27,9,2,0,"70""",2.42,2.12,65.0,2.55,56.0,0.6,71.052635
297,Hayato Sakurai,36,12,2,0,,2.45,1.94,59.0,1.87,69.0,0.3,72.0
3250,Hayder Hassan,6,3,0,0,"70""",2.11,3.16,48.0,0.0,0.0,0.0,66.666664
679,Heath Herring,28,14,0,1,"78""",2.37,1.77,54.0,1.22,50.0,0.7,65.11628
4412,Hector Aldana,4,3,0,0,"72""",4.36,5.21,62.0,1.21,100.0,0.0,57.14285699999999
132,Hector Lombard,34,10,1,2,"71""",3.02,3.35,53.0,1.69,48.0,0.5,72.34042
658,Hector Ramirez,9,4,1,0,,2.27,4.6,56.0,2.3,55.0,0.5,64.28571
102,Hector Sandoval,14,4,0,0,"64""",3.31,2.33,65.0,3.49,25.0,1.4,77.77778
